Date,City,Latitude,Longitude,Weight
15-01-2020,S45,13.0825,80.275,5.83859658
4/10/2020,S17,12.9699,77.598,6.53398772
16-06-2020,S17,12.9699,77.598,14.97052121
26-05-2020,S50,14.4667,75.9167,5.663036897
12/10/2020,S52,28.66,77.23,12.10306559
27-10-2020,S161,23.1828,75.7772,3.750524708
5/9/2020,S107,18.9667,72.8333,6.291074869
29-06-2020,S78,23.1667,79.9333,3.907497434
13-07-2020,S103,27.4833,77.6833,6.331352819
17-07-2020,S23,15.15,76.915,14.1074646
14-12-2019,S107,18.9667,72.8333,6.78827955
7/9/2020,S93,22.5411,88.3378,5.722716056
15-07-2020,S122,25.61,85.1414,5.896627179
1/12/2019,S3,23.03,72.58,13.93314159
17-06-2020,S150,21.17,72.83,6.410980477
12/11/2020,S45,13.0825,80.275,12.96206498
25-03-2020,S107,18.9667,72.8333,6.438540657
9/12/2019,S59,28.4333,77.3167,14.0681742
17-06-2020,S93,22.5411,88.3378,6.418013119
2/6/2020,S88,19.2502,73.1602,6.180450511
13-07-2020,S17,12.9699,77.598,6.868659392
12/3/2020,S93,22.5411,88.3378,5.823253038
28-04-2020,S115,14.4333,79.9667,3.921680781
12/3/2020,S149,34.0911,74.8061,6.643229699
28-01-2020,S52,28.66,77.23,6.307862337
3/10/2020,S83,22.47,70.07,6.078874592
2/4/2020,S107,18.9667,72.8333,3.752906571
30-10-2020,S74,17.3667,78.4667,6.448838151
24-04-2020,S52,28.66,77.23,5.803023243
9/4/2020,S93,22.5411,88.3378,6.545798303
23-01-2020,S107,18.9667,72.8333,3.805078819
21-08-2020,S66,26.1667,91.7667,6.838608446
8/4/2020,S122,25.61,85.1414,5.870959031
12/5/2020,S52,28.66,77.23,5.714426483
20-07-2020,S88,19.2502,73.1602,6.06523753
11/1/2020,S123,18.5196,73.8553,6.238960644
6/2/2020,S107,18.9667,72.8333,13.10895052
30-01-2020,S107,18.9667,72.8333,5.757294511
21-12-2019,S49,20.45,85.8667,6.238043015
30-11-2019,S84,22.8,86.1833,5.722600901
18-01-2020,S74,17.3667,78.4667,6.575675167
7/12/2019,S55,26.15,91.77,6.123344235
20-11-2020,S166,17.7333,83.3167,6.249439572
30-03-2020,S17,12.9699,77.598,3.215079463
25-05-2020,S140,16.8667,74.5667,5.62263328
24-09-2020,S84,22.8,86.1833,3.2742603
10/10/2020,S79,26.9167,75.8667,3.695418339
16-10-2020,S107,18.9667,72.8333,12.02643991
22-06-2020,S3,23.03,72.58,3.219519973
27-02-2020,S84,22.8,86.1833,6.257325174
21-09-2020,S107,18.9667,72.8333,12.29642194
25-07-2020,S52,28.66,77.23,6.52748782
4/7/2020,S123,18.5196,73.8553,6.220697795
3/10/2020,S93,22.5411,88.3378,5.769115094
8/4/2020,S49,20.45,85.8667,3.287946358
8/2/2020,S156,10.8269,78.6928,3.733061711
16-12-2019,S3,23.03,72.58,12.24664515
25-06-2020,S161,23.1828,75.7772,3.751918158
29-07-2020,S93,22.5411,88.3378,3.500795944
4/11/2020,S107,18.9667,72.8333,6.728125263
28-11-2019,S101,20.55,74.55,6.049698752
27-08-2020,S74,17.3667,78.4667,5.708178268
26-05-2020,S93,22.5411,88.3378,6.287640725
3/11/2020,S107,18.9667,72.8333,13.24869328
15-03-2020,S98,26.847,80.947,6.134492816
14-12-2019,S107,18.9667,72.8333,6.321185614
20-10-2020,S2,27.18,78.02,6.795552212
9/6/2020,S77,22.7206,75.8472,6.588863588
9/9/2020,S107,18.9667,72.8333,5.754723025
22-03-2020,S59,28.4333,77.3167,12.57013643
17-07-2020,S52,28.66,77.23,12.62073705
11/1/2020,S67,26.215,78.1931,3.713542387
21-07-2020,S99,30.9083,75.8486,6.525458715
11/4/2020,S12,31.6167,74.85,3.427965704
7/11/2020,S105,25.15,82.58,3.907125937
1/1/2020,S79,26.9167,75.8667,6.380601628
14-04-2020,S52,28.66,77.23,14.70616112
3/9/2020,S65,16.3,80.45,6.827244712
14-04-2020,S94,25.18,75.83,5.95836661
18-05-2020,S102,12.8703,74.8806,5.711194524
31-05-2020,S107,18.9667,72.8333,6.847145206
16-05-2020,S85,25.4486,78.5696,14.918708
25-04-2020,S61,24.75,85.0167,3.824528412
30-09-2020,S23,15.15,76.915,14.4787674
1/1/2020,S52,28.66,77.23,6.967855986
20-04-2020,S81,21.0167,75.5667,3.9910748
15-06-2020,S84,22.8,86.1833,5.959197338
26-10-2020,S123,18.5196,73.8553,3.65994094
8/7/2020,S3,23.03,72.58,6.550548937
25-12-2019,S149,34.0911,74.8061,13.37719438
27-11-2019,S52,28.66,77.23,6.862056151
23-08-2020,S84,22.8,86.1833,3.626293767
16-12-2019,S123,18.5196,73.8553,6.779170602
24-04-2020,S105,25.15,82.58,12.69514299
12/6/2020,S3,23.03,72.58,6.213611471
19-12-2019,S133,23.3556,85.3347,13.66647994
21-07-2020,S3,23.03,72.58,6.524332196
4/8/2020,S52,28.66,77.23,3.676415009
8/1/2020,S167,17.9756,79.6011,12.59761657
24-03-2020,S107,18.9667,72.8333,3.547966496
27-06-2020,S167,17.9756,79.6011,6.423487341
27-04-2020,S152,8.5,76.8997,5.710222533
8/2/2020,S140,16.8667,74.5667,6.865273767
10/11/2020,S93,22.5411,88.3378,3.535618161
21-09-2020,S52,28.66,77.23,6.704239247
1/1/2020,S30,21.2167,81.4333,3.263389377
23-08-2020,S107,18.9667,72.8333,6.367691987
9/4/2020,S52,28.66,77.23,6.383304778
12/5/2020,S133,23.3556,85.3347,12.06209753
5/5/2020,S107,18.9667,72.8333,12.65360128
25-04-2020,S160,24.5833,73.6833,13.06913585
13-08-2020,S101,20.55,74.55,3.907802383
27-01-2020,S74,17.3667,78.4667,6.751231531
29-05-2020,S107,18.9667,72.8333,13.22423313
2/3/2020,S93,22.5411,88.3378,3.792164678
18-11-2020,S105,25.15,82.58,3.293994032
7/3/2020,S21,25.42,86.13,5.973446683
23-01-2020,S109,26.12,85.3833,6.59682166
4/9/2020,S44,30.7353,76.7911,6.799050345
31-10-2020,S27,22.8667,88.4167,6.333466227
11/1/2020,S104,28.99,77.7,3.483607569
20-05-2020,S164,22.3,73.2,6.728460386
12/3/2020,S12,31.6167,74.85,12.48892509
30-06-2020,S107,18.9667,72.8333,13.42060261
25-05-2020,S107,18.9667,72.8333,12.33547391
23-02-2020,S114,20,73.7833,6.030694737
20-05-2020,S52,28.66,77.23,5.847043749
5/8/2020,S150,21.17,72.83,6.295581564
2/10/2020,S140,16.8667,74.5667,6.231947911
16-06-2020,S48,14.4667,78.8167,6.612192856
28-11-2019,S3,23.03,72.58,6.867685645
18-05-2020,S165,25.3189,83.0128,12.56295128
13-08-2020,S3,23.03,72.58,3.339176744
6/12/2019,S93,22.5411,88.3378,6.908952209
4/1/2020,S113,19.15,77.3333,6.885901558
3/10/2020,S33,23.25,77.4167,3.272288458
27-03-2020,S161,23.1828,75.7772,12.38818889
9/6/2020,S40,19.32,84.8,6.233816729
14-12-2019,S17,12.9699,77.598,6.721655303
20-01-2020,S50,14.4667,75.9167,3.56016154
29-03-2020,S15,19.88,75.32,5.726511446
29-03-2020,S17,12.9699,77.598,3.821252639
4/9/2020,S112,21.1539,79.0831,3.444498883
1/7/2020,S17,12.9699,77.598,5.876787637
15-05-2020,S18,22.2333,88.45,6.955776697
17-11-2020,S150,21.17,72.83,13.52957591
3/7/2020,S74,17.3667,78.4667,3.847937895
10/9/2020,S93,22.5411,88.3378,3.424580293
17-12-2019,S52,28.66,77.23,3.604657069
4/8/2020,S8,27.88,78.08,6.012874131
25-06-2020,S93,22.5411,88.3378,6.800952711
21-07-2020,S46,18.6278,73.8131,6.785558914
10/3/2020,S52,28.66,77.23,3.671295508
24-03-2020,S65,16.3,80.45,6.999162859
18-06-2020,S52,28.66,77.23,6.401563047
12/3/2020,S103,27.4833,77.6833,5.90797597
25-01-2020,S162,19.2167,73.15,6.318692541
5/8/2020,S45,13.0825,80.275,5.723427308
3/9/2020,S123,18.5196,73.8553,3.736462414
4/7/2020,S107,18.9667,72.8333,14.77497306
16-09-2020,S107,18.9667,72.8333,6.232656813
6/2/2020,S107,18.9667,72.8333,3.958735831
3/9/2020,S165,25.3189,83.0128,6.001452263
19-12-2019,S93,22.5411,88.3378,3.863948245
7/4/2020,S55,26.15,91.77,13.00075113
5/4/2020,S52,28.66,77.23,6.661984308
11/9/2020,S79,26.9167,75.8667,3.684246344
21-11-2020,S96,15.8222,78.035,3.708634582
24-12-2019,S160,24.5833,73.6833,5.743331955
9/4/2020,S52,28.66,77.23,6.33398288
21-10-2020,S66,26.1667,91.7667,12.70070226
27-09-2020,S14,23.6833,86.9667,3.274557664
16-02-2020,S102,12.8703,74.8806,3.522601288
24-06-2020,S166,17.7333,83.3167,6.330700864
16-02-2020,S52,28.66,77.23,14.36730061
7/8/2020,S45,13.0825,80.275,12.32076032
24-04-2020,S116,18.6704,78.1,13.16435458
18-09-2020,S52,28.66,77.23,13.05197485
6/1/2020,S107,18.9667,72.8333,3.635131493
3/3/2020,S84,22.8,86.1833,5.811060869
27-01-2020,S52,28.66,77.23,6.243171266
17-07-2020,S52,28.66,77.23,12.80741357
5/1/2020,S102,12.8703,74.8806,3.939790384
9/8/2020,S100,9.9197,78.1194,3.724556362
18-08-2020,S100,9.9197,78.1194,5.946707987
11/2/2020,S93,22.5411,88.3378,6.873676564
14-03-2020,S59,28.4333,77.3167,6.869216879
29-08-2020,S74,17.3667,78.4667,5.904976285
7/11/2020,S74,17.3667,78.4667,6.60098595
11/4/2020,S107,18.9667,72.8333,12.13930218
13-12-2019,S91,9.9667,76.2833,12.46194453
29-05-2020,S45,13.0825,80.275,3.591494054
9/10/2020,S74,17.3667,78.4667,14.04933875
8/3/2020,S45,13.0825,80.275,13.44877349
18-04-2020,S93,22.5411,88.3378,5.637282495
3/6/2020,S150,21.17,72.83,3.791009859
20-07-2020,S93,22.5411,88.3378,14.85641072
30-05-2020,S52,28.66,77.23,3.892604513
16-02-2020,S107,18.9667,72.8333,13.60130996
25-05-2020,S107,18.9667,72.8333,5.775105966
6/11/2020,S93,22.5411,88.3378,5.887633403
20-01-2020,S45,13.0825,80.275,3.404660045
18-06-2020,S92,16.7,74.2333,6.56001146
16-11-2020,S52,28.66,77.23,6.255135857
14-01-2020,S104,28.99,77.7,3.592322795
1/6/2020,S74,17.3667,78.4667,12.54760662
10/12/2019,S32,19.3,73.0667,13.81129725
23-03-2020,S17,12.9699,77.598,6.702292318
3/7/2020,S107,18.9667,72.8333,5.673291773
11/12/2019,S94,25.18,75.83,3.571465615
18-12-2019,S10,27.5667,76.6167,3.81960716
22-03-2020,S59,28.4333,77.3167,6.667725342
23-03-2020,S69,22.59,88.31,3.332421946
1/10/2020,S93,22.5411,88.3378,12.66401183
23-02-2020,S17,12.9699,77.598,6.619732481
10/4/2020,S91,9.9667,76.2833,3.994993561
11/8/2020,S123,18.5196,73.8553,3.797300171
6/12/2019,S164,22.3,73.2,6.402227543
26-03-2020,S107,18.9667,72.8333,12.96408511
13-02-2020,S93,22.5411,88.3378,6.011812322
26-11-2019,S93,22.5411,88.3378,6.426535611
26-05-2020,S93,22.5411,88.3378,6.221372944
19-07-2020,S145,13.9304,75.56,6.069216098
28-09-2020,S107,18.9667,72.8333,3.208726887
7/5/2020,S52,28.66,77.23,3.477070919
14-06-2020,S45,13.0825,80.275,6.95857364
17-10-2020,S107,18.9667,72.8333,3.965642042
23-07-2020,S92,16.7,74.2333,3.909172505
4/2/2020,S123,18.5196,73.8553,6.639730604
24-05-2020,S123,18.5196,73.8553,5.982069549
18-09-2020,S112,21.1539,79.0831,3.376826236
6/1/2020,S52,28.66,77.23,5.892381014
28-08-2020,S66,26.1667,91.7667,3.627759654
19-06-2020,S166,17.7333,83.3167,6.562595371
7/1/2020,S83,22.47,70.07,5.829690236
27-11-2019,S17,12.9699,77.598,6.99505201
6/7/2020,S107,18.9667,72.8333,6.550626825
18-08-2020,S107,18.9667,72.8333,6.386159199
18-01-2020,S52,28.66,77.23,14.16982987
2/4/2020,S45,13.0825,80.275,6.142139153
3/11/2020,S17,12.9699,77.598,13.63338175
30-06-2020,S46,18.6278,73.8131,3.987290078
15-07-2020,S147,17.6833,75.9167,6.633431458
24-01-2020,S165,25.3189,83.0128,6.15381186
12/2/2020,S27,22.8667,88.4167,6.226689718
30-07-2020,S52,28.66,77.23,6.591486521
8/8/2020,S107,18.9667,72.8333,12.91264341
5/8/2020,S123,18.5196,73.8553,5.623361707
12/11/2020,S146,27.6119,75.1397,3.525083325
6/7/2020,S46,18.6278,73.8131,6.09809153
13-11-2020,S84,22.8,86.1833,3.595650993
11/3/2020,S52,28.66,77.23,6.043273516
26-08-2020,S79,26.9167,75.8667,5.780847773
24-10-2020,S22,15.8667,74.5,6.01555272
30-06-2020,S52,28.66,77.23,14.77159792
10/9/2020,S3,23.03,72.58,3.250140457
28-06-2020,S164,22.3,73.2,6.436410874
18-07-2020,S63,26.7611,83.3667,5.88120984
17-06-2020,S3,23.03,72.58,5.788201828
21-12-2019,S84,22.8,86.1833,5.90868981
12/6/2020,S1,23.8333,91.2667,6.801858264
24-06-2020,S64,17.3333,76.8333,6.135864413
24-07-2020,S45,13.0825,80.275,5.619910707
19-03-2020,S93,22.5411,88.3378,14.93257269
16-08-2020,S130,22.2969,70.7984,14.39021328
3/11/2020,S63,26.7611,83.3667,12.52065313
27-07-2020,S73,15.36,75.125,13.27077061
19-04-2020,S107,18.9667,72.8333,5.763758601
7/8/2020,S45,13.0825,80.275,6.734366445
26-04-2020,S104,28.99,77.7,14.79155473
16-02-2020,S107,18.9667,72.8333,6.170701439
25-04-2020,S52,28.66,77.23,13.32880285
31-07-2020,S93,22.5411,88.3378,6.90820145
4/10/2020,S107,18.9667,72.8333,3.81220129
16-12-2019,S52,28.66,77.23,6.590482182
21-10-2020,S103,27.4833,77.6833,3.925863835
27-09-2020,S74,17.3667,78.4667,6.839346949
11/4/2020,S47,11,76.9667,3.329816713
25-08-2020,S52,28.66,77.23,6.288754143
5/8/2020,S88,19.2502,73.1602,14.50503252
7/10/2020,S107,18.9667,72.8333,13.29652416
19-08-2020,S3,23.03,72.58,6.975014324
17-07-2020,S150,21.17,72.83,6.728137037
6/5/2020,S133,23.3556,85.3347,5.969321229
16-07-2020,S166,17.7333,83.3167,3.873501716
15-11-2020,S9,25.455,81.84,13.53436781
12/8/2020,S106,28.8418,78.7568,6.295552406
28-12-2019,S17,12.9699,77.598,6.276057802
10/9/2020,S123,18.5196,73.8553,5.855595747
14-06-2020,S107,18.9667,72.8333,13.08853503
9/1/2020,S107,18.9667,72.8333,6.911980471
20-02-2020,S45,13.0825,80.275,3.459813813
17-11-2020,S45,13.0825,80.275,6.356281794
28-08-2020,S17,12.9699,77.598,14.72570441
3/7/2020,S42,26.4725,80.3311,6.511051982
4/5/2020,S52,28.66,77.23,6.215257279
30-09-2020,S46,18.6278,73.8131,6.687535036
2/9/2020,S69,22.59,88.31,3.533832898
13-12-2019,S3,23.03,72.58,6.902365494
24-08-2020,S93,22.5411,88.3378,5.75885506
8/4/2020,S76,24.82,93.95,5.938922281
13-05-2020,S153,8.7289,77.7081,14.93658953
8/7/2020,S3,23.03,72.58,6.123629788
8/12/2019,S62,28.6667,77.4167,5.824500609
14-08-2020,S45,13.0825,80.275,3.854481774
6/1/2020,S52,28.66,77.23,5.83940088
28-11-2019,S52,28.66,77.23,3.261045918
17-05-2020,S47,11,76.9667,5.64177377
18-01-2020,S17,12.9699,77.598,6.440020505
2/4/2020,S77,22.7206,75.8472,6.628139217
24-09-2020,S52,28.66,77.23,6.680499965
22-10-2020,S154,13.65,79.42,6.047927926
22-07-2020,S17,12.9699,77.598,5.940726372
1/7/2020,S3,23.03,72.58,3.677352506
6/11/2020,S88,19.2502,73.1602,12.37990742
18-08-2020,S93,22.5411,88.3378,5.812848216
28-11-2019,S52,28.66,77.23,6.72684324
28-01-2020,S17,12.9699,77.598,6.446123721
3/6/2020,S52,28.66,77.23,14.47377989
10/10/2020,S42,26.4725,80.3311,5.664785085
23-05-2020,S73,15.36,75.125,5.959464538
18-03-2020,S131,18.8,79.45,3.903187938
1/12/2019,S135,22.2492,84.8828,3.844207505
1/9/2020,S93,22.5411,88.3378,6.281515736
2/3/2020,S93,22.5411,88.3378,6.768585919
29-02-2020,S164,22.3,73.2,3.407644668
11/8/2020,S79,26.9167,75.8667,3.633422323
12/7/2020,S119,29.4004,76.97,6.672323999
4/3/2020,S52,28.66,77.23,3.641112658
24-10-2020,S77,22.7206,75.8472,5.687297158
6/12/2019,S107,18.9667,72.8333,3.769289418
9/2/2020,S107,18.9667,72.8333,6.104553538
13-03-2020,S129,9.4204,77.58,3.683766666
13-03-2020,S60,27.15,78.3949,5.768807096
11/3/2020,S146,27.6119,75.1397,13.10238114
7/1/2020,S84,22.8,86.1833,3.21701728
28-11-2019,S123,18.5196,73.8553,13.23711743
25-08-2020,S114,20,73.7833,6.367823437
23-04-2020,S127,21.2379,81.6337,5.809413457
9/4/2020,S107,18.9667,72.8333,6.433550609
3/12/2019,S107,18.9667,72.8333,13.98278164
3/9/2020,S94,25.18,75.83,6.819936063
17-08-2020,S93,22.5411,88.3378,3.91663097
26-03-2020,S157,10.52,76.21,5.87049547
16-08-2020,S120,19.2704,76.76,6.380102383
21-12-2019,S52,28.66,77.23,6.063993367
12/7/2020,S52,28.66,77.23,12.32222254
3/4/2020,S74,17.3667,78.4667,6.016655568
6/10/2020,S52,28.66,77.23,5.853074373
14-10-2020,S98,26.847,80.947,3.235900951
8/3/2020,S107,18.9667,72.8333,6.30747036
31-10-2020,S52,28.66,77.23,14.958019
10/11/2020,S62,28.6667,77.4167,6.001483715
4/9/2020,S52,28.66,77.23,13.16312297
24-06-2020,S122,25.61,85.1414,12.28895468
31-05-2020,S150,21.17,72.83,5.713620575
12/7/2020,S147,17.6833,75.9167,14.28043058
19-07-2020,S99,30.9083,75.8486,3.947123999
26-10-2020,S108,29.4708,77.7033,6.855884303
17-05-2020,S74,17.3667,78.4667,6.992233602
31-10-2020,S55,26.15,91.77,6.847286834
25-10-2020,S51,30.318,78.029,5.892514682
9/1/2020,S17,12.9699,77.598,5.983113852
23-05-2020,S4,19.0833,74.7333,5.943650594
5/3/2020,S127,21.2379,81.6337,14.6855706
24-02-2020,S157,10.52,76.21,6.690665633
19-12-2019,S84,22.8,86.1833,14.81013935
5/11/2020,S17,12.9699,77.598,3.680387014
19-01-2020,S33,23.25,77.4167,5.766631851
8/3/2020,S24,16.5167,80.6167,5.64233151
5/1/2020,S107,18.9667,72.8333,14.54841725
9/8/2020,S152,8.5,76.8997,14.58334121
20-12-2019,S3,23.03,72.58,6.374539826
10/7/2020,S130,22.2969,70.7984,6.801796696
27-08-2020,S112,21.1539,79.0831,6.814160969
28-03-2020,S93,22.5411,88.3378,13.055091
13-09-2020,S123,18.5196,73.8553,6.28764734
27-09-2020,S110,12.3086,76.6531,6.212042975
4/11/2020,S88,19.2502,73.1602,6.22076966
30-08-2020,S52,28.66,77.23,3.86447041
30-05-2020,S124,25.78,87.47,5.900403129
11/5/2020,S47,11,76.9667,3.205189212
16-02-2020,S107,18.9667,72.8333,5.679970237
25-10-2020,S52,28.66,77.23,13.67362247
21-04-2020,S100,9.9197,78.1194,3.584694535
15-07-2020,S15,19.88,75.32,3.865644608
13-07-2020,S45,13.0825,80.275,5.947252709
7/4/2020,S145,13.9304,75.56,12.51099185
7/2/2020,S150,21.17,72.83,3.552852777
28-05-2020,S107,18.9667,72.8333,3.8121137
28-03-2020,S17,12.9699,77.598,5.616363558
31-01-2020,S74,17.3667,78.4667,6.964853585
6/12/2019,S52,28.66,77.23,14.48154779
18-12-2019,S52,28.66,77.23,3.348526367
18-01-2020,S74,17.3667,78.4667,12.29182393
20-12-2019,S45,13.0825,80.275,3.514960841
13-11-2020,S111,8.17,77.43,13.17576481
16-08-2020,S133,23.3556,85.3347,5.783749869
9/12/2019,S52,28.66,77.23,3.306117295
22-04-2020,S99,30.9083,75.8486,3.736543476
31-03-2020,S107,18.9667,72.8333,13.25298061
1/10/2020,S17,12.9699,77.598,12.19613
29-02-2020,S11,20.9333,77.75,6.692146786
26-03-2020,S107,18.9667,72.8333,6.933591156
10/4/2020,S7,20.7333,77,3.444255882
15-09-2020,S104,28.99,77.7,5.793387195
28-04-2020,S52,28.66,77.23,5.880773842
20-04-2020,S93,22.5411,88.3378,3.974175606
25-09-2020,S45,13.0825,80.275,12.17629999
22-03-2020,S52,28.66,77.23,6.043753236
9/4/2020,S100,9.9197,78.1194,14.77417368
17-11-2020,S155,11.1075,77.3398,13.85697963
26-12-2019,S107,18.9667,72.8333,13.44436667
31-10-2020,S15,19.88,75.32,5.762493372
29-06-2020,S127,21.2379,81.6337,14.6574945
28-01-2020,S44,30.7353,76.7911,5.90506077
26-07-2020,S93,22.5411,88.3378,6.587942091
20-07-2020,S155,11.1075,77.3398,6.670792916
2/4/2020,S42,26.4725,80.3311,13.16469369
31-03-2020,S152,8.5,76.8997,14.01365796
20-05-2020,S150,21.17,72.83,12.00644935
19-09-2020,S52,28.66,77.23,5.842591066
5/7/2020,S93,22.5411,88.3378,6.379494329
3/10/2020,S74,17.3667,78.4667,6.80618478
19-07-2020,S45,13.0825,80.275,5.663421168
12/4/2020,S79,26.9167,75.8667,6.743475604
19-02-2020,S93,22.5411,88.3378,12.21727721
22-03-2020,S22,15.8667,74.5,3.952288157
30-11-2019,S133,23.3556,85.3347,3.227064142
27-08-2020,S45,13.0825,80.275,6.310560229
17-06-2020,S3,23.03,72.58,12.34939218
19-12-2019,S52,28.66,77.23,13.56114129
6/2/2020,S17,12.9699,77.598,3.689597438
29-09-2020,S45,13.0825,80.275,6.641151347
18-03-2020,S35,23.2504,69.81,3.66069677
31-10-2020,S123,18.5196,73.8553,6.20204666
23-11-2019,S156,10.8269,78.6928,3.501148905
21-07-2020,S17,12.9699,77.598,13.38720596
17-04-2020,S62,28.6667,77.4167,14.55745131
20-07-2020,S45,13.0825,80.275,5.990831406
20-06-2020,S17,12.9699,77.598,6.187644711
14-02-2020,S98,26.847,80.947,3.424699035
17-08-2020,S36,17.9229,77.5175,3.968159947
11/7/2020,S17,12.9699,77.598,13.03513361
30-06-2020,S33,23.25,77.4167,5.790492029
21-07-2020,S94,25.18,75.83,14.90257892
22-12-2019,S79,26.9167,75.8667,6.774397521
16-03-2020,S45,13.0825,80.275,13.49327725
18-09-2020,S166,17.7333,83.3167,3.530907943
10/2/2020,S26,27.2172,77.49,3.594776487
20-11-2020,S45,13.0825,80.275,5.777640631
14-05-2020,S151,19.18,72.9633,6.953971441
22-07-2020,S53,23.7928,86.435,13.24890907
22-05-2020,S47,11,76.9667,12.63846661
24-04-2020,S42,26.4725,80.3311,5.710303954
13-02-2020,S52,28.66,77.23,5.655525634
10/3/2020,S93,22.5411,88.3378,6.843258719
8/11/2020,S52,28.66,77.23,3.850848317
21-07-2020,S52,28.66,77.23,12.85664602
4/3/2020,S45,13.0825,80.275,3.778729589
5/5/2020,S79,26.9167,75.8667,5.90820377
7/10/2020,S150,21.17,72.83,14.85758913
15-06-2020,S150,21.17,72.83,3.573847403
9/8/2020,S112,21.1539,79.0831,3.679119188
4/12/2019,S105,25.15,82.58,5.991750956
19-07-2020,S131,18.8,79.45,6.610198755
12/4/2020,S3,23.03,72.58,3.634662523
23-10-2020,S98,26.847,80.947,6.164320573
19-12-2019,S45,13.0825,80.275,12.64124859
31-07-2020,S166,17.7333,83.3167,3.299149651
3/3/2020,S52,28.66,77.23,12.21339038
29-03-2020,S110,12.3086,76.6531,5.655305894
27-01-2020,S134,23.3167,75.0667,3.568076863
8/12/2019,S20,28.364,79.415,6.743013454
28-01-2020,S125,8.8853,76.5864,13.07995626
4/3/2020,S107,18.9667,72.8333,6.150213061
12/12/2019,S151,19.18,72.9633,6.073197332
26-10-2020,S79,26.9167,75.8667,5.802217278
10/4/2020,S162,19.2167,73.15,6.424981587
28-03-2020,S22,15.8667,74.5,12.64485564
28-06-2020,S45,13.0825,80.275,6.710692273
31-12-2019,S3,23.03,72.58,6.98663835
9/7/2020,S100,9.9197,78.1194,5.898921489
12/4/2020,S3,23.03,72.58,6.278864541
28-09-2020,S52,28.66,77.23,5.742951569
10/6/2020,S52,28.66,77.23,6.462613501
7/6/2020,S74,17.3667,78.4667,5.693531843
10/2/2020,S52,28.66,77.23,6.160974575
1/5/2020,S52,28.66,77.23,14.19446018
14-12-2019,S167,17.9756,79.6011,5.692507589
31-10-2020,S77,22.7206,75.8472,6.158953379
25-04-2020,S107,18.9667,72.8333,5.915221592
20-06-2020,S69,22.59,88.31,6.366922512
13-10-2020,S42,26.4725,80.3311,5.872826434
7/6/2020,S52,28.66,77.23,6.639683061
16-12-2019,S3,23.03,72.58,13.26595233
24-09-2020,S45,13.0825,80.275,3.831797097
1/12/2019,S74,17.3667,78.4667,14.65204021
25-08-2020,S78,23.1667,79.9333,14.30768848
30-12-2019,S45,13.0825,80.275,3.718952814
17-11-2020,S149,34.0911,74.8061,14.31819852
5/9/2020,S24,16.5167,80.6167,12.44983721
25-08-2020,S42,26.4725,80.3311,6.987876466
31-05-2020,S164,22.3,73.2,13.69985837
10/8/2020,S17,12.9699,77.598,5.712787844
18-10-2020,S93,22.5411,88.3378,6.726976035
6/5/2020,S166,17.7333,83.3167,3.440726049
7/8/2020,S52,28.66,77.23,3.665037053
8/9/2020,S105,25.15,82.58,6.021402079
29-04-2020,S52,28.66,77.23,14.0268675
11/1/2020,S20,28.364,79.415,6.556981186
26-06-2020,S152,8.5,76.8997,14.6834063
24-06-2020,S107,18.9667,72.8333,3.376486492
17-09-2020,S93,22.5411,88.3378,6.281908265
1/11/2020,S17,12.9699,77.598,6.418505572
19-08-2020,S45,13.0825,80.275,6.835787315
28-01-2020,S57,23.55,87.32,6.093125391
19-04-2020,S93,22.5411,88.3378,6.136820902
19-06-2020,S74,17.3667,78.4667,3.780626565
2/5/2020,S30,21.2167,81.4333,6.281221315
13-01-2020,S165,25.3189,83.0128,6.316018521
7/9/2020,S52,28.66,77.23,5.823224347
7/11/2020,S93,22.5411,88.3378,6.973724189
28-07-2020,S150,21.17,72.83,5.831292695
1/7/2020,S88,19.2502,73.1602,6.991745624
15-09-2020,S164,22.3,73.2,3.299569335
24-11-2019,S3,23.03,72.58,6.186602637
20-05-2020,S46,18.6278,73.8131,13.46800613
8/10/2020,S103,27.4833,77.6833,13.2158889
15-12-2019,S93,22.5411,88.3378,6.768696815
10/6/2020,S107,18.9667,72.8333,3.454142076
12/6/2020,S17,12.9699,77.598,5.719127109
10/1/2020,S3,23.03,72.58,12.50041866
22-05-2020,S3,23.03,72.58,6.944261565
21-03-2020,S86,26.2918,73.0168,14.21299422
12/12/2019,S28,21.765,72.1369,6.487025086
8/3/2020,S123,18.5196,73.8553,6.529919486
9/5/2020,S123,18.5196,73.8553,3.565437284
11/9/2020,S62,28.6667,77.4167,3.915727585
23-11-2019,S34,20.2644,85.8281,14.15094905
2/1/2020,S17,12.9699,77.598,6.061770842
9/7/2020,S93,22.5411,88.3378,14.47650489
22-01-2020,S122,25.61,85.1414,3.669479013
21-07-2020,S74,17.3667,78.4667,6.013598392
23-08-2020,S74,17.3667,78.4667,6.049547489
22-01-2020,S107,18.9667,72.8333,3.638450762
11/3/2020,S102,12.8703,74.8806,6.459689181
17-12-2019,S25,25.25,87.0167,6.553273878
9/11/2020,S53,23.7928,86.435,6.732168354
11/9/2020,S42,26.4725,80.3311,6.703870165
24-04-2020,S146,27.6119,75.1397,6.975677105
13-07-2020,S47,11,76.9667,13.71272381
9/10/2020,S93,22.5411,88.3378,6.290383729
2/12/2019,S107,18.9667,72.8333,3.639466265
30-11-2019,S81,21.0167,75.5667,6.830731998
